,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_types,dog_breed,prediction_confidence,retweet_count,favorite_count,followers_count
139,850753642995093505,2017-04-08 16:54:09+00:00,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",11.0,10.0,Kyle,,pug,0.996952,10352,33348,3200891
140,850380195714523136,2017-04-07 16:10:12+00:00,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,13.0,10.0,Leo,,yorkshire_terrier,0.2490119999999999,2915,13994,3200891
141,850019790995546112,2017-04-06 16:18:05+00:00,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,12.0,10.0,Boomer,pupper,shetland_sheepdog,0.759907,5459,21944,3200891
143,849412302885593088,2017-04-05 00:04:08+00:00,This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,12.0,10.0,Noosh,,schipperke,0.907559,3487,17039,3200891
145,848324959059550208,2017-04-02 00:03:26+00:00,Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12/10 distracting as h*ck https://t.co/1pSqUbLQ5Z,12.0,10.0,Odin,,malamute,0.5445760000000001,4037,20229,3200891
146,848212111729840128,2017-04-01 16:35:01+00:00,"This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us, Jerry? 6/10 hold me back https://t.co/DkOBbwulw1",6.0,10.0,Jerry,,bedlington_terrier,0.333486,3444,17618,3200891
147,847842811428974592,2017-03-31 16:07:33+00:00,"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",12.0,10.0,Rontu,,bernese_mountain_dog,0.951337,1522,5935,3200891
148,847606175596138505,2017-03-31 00:27:14+00:00,This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,12.0,10.0,Cannon,,cardigan,0.413688,3774,20208,3200891
149,847251039262605312,2017-03-30 00:56:03+00:00,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,12.0,10.0,Furzey,,airedale,0.49538,4800,22036,3200891
150,847157206088847362,2017-03-29 18:43:12+00:00,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",11.0,10.0,Daisy,,staffordshire_bullterrier,0.219609,6572,21588,3200891
151,846874817362120707,2017-03-29 00:01:05+00:00,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",13.0,10.0,Tuck,,shetland_sheepdog,0.450539,4404,21685,3200891
152,846514051647705089,2017-03-28 00:07:32+00:00,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13.0,10.0,Barney,doggo,golden_retriever,0.650003,13076,48410,3200891
153,846153765933735936,2017-03-27 00:15:53+00:00,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,13.0,10.0,Vixen,,giant_schnauzer,0.346468,10226,34394,3200891
154,846042936437604353,2017-03-26 16:55:29+00:00,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,12.0,10.0,Jarvis,,golden_retriever,0.96111,3224,17256,3200891
157,845397057150107648,2017-03-24 22:08:59+00:00,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13.0,10.0,Mimosa,doggo,dandie_dinmont,0.394404,2072,8241,3200891
158,845306882940190720,2017-03-24 16:10:40+00:00,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,12.0,10.0,Pickles,pupper,irish_water_spaniel,0.567475,6039,25225,3200891
159,844973813909606400,2017-03-23 18:07:10+00:00,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",12.0,10.0,Brady,,labrador_retriever,0.742421,3617,16361,3200891
160,844704788403113984,2017-03-23 00:18:10+00:00,This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,13.0,10.0,Luna,,labrador_retriever,0.980213,11633,42022,3200891
161,844223788422217728,2017-03-21 16:26:50+00:00,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,12.0,10.0,Margo,,labrador_retriever,0.71951,2450,14753,3200891
162,843856843873095681,2017-03-20 16:08:44+00:00,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,12.0,10.0,Sadie,,labrador_retriever,0.92254,5220,23211,3200891
163,843604394117681152,2017-03-19 23:25:35+00:00,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,11.0,10.0,Hank,,labrador_retriever,0.430583,3081,18310,3200891
164,843235543001513987,2017-03-18 22:59:54+00:00,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,13.0,10.0,Tycho,,pembroke,0.958452,6852,23315,3200891
165,842846295480000512,2017-03-17 21:13:10+00:00,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,13.0,10.0,Charlie,,labrador_retriever,0.461076,4023,16440,3200891
166,842535590457499648,2017-03-17 00:38:32+00:00,This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,13.0,10.0,Winnie,,pembroke,0.685084,3937,19637,3200891
167,842163532590374912,2017-03-16 00:00:07+00:00,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,12.0,10.0,George,,french_bulldog,0.891227,6568,26569,3200891
168,842115215311396866,2017-03-15 20:48:07+00:00,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,12.0,10.0,Bentley,,chow,0.293493,3386,15204,3200891
169,841680585030541313,2017-03-14 16:01:03+00:00,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",12.0,10.0,Penny,,chihuahua,0.547401,8748,27854,3200891
170,841314665196081154,2017-03-13 15:47:01+00:00,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,13.0,10.0,Max,,afghan_hound,0.903712,5312,17305,3200891
171,841077006473256960,2017-03-13 00:02:39+00:00,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,12.0,10.0,Dawn,,brittany_spaniel,0.962985,5991,24926,3200891
172,840632337062862849,2017-03-11 18:35:42+00:00,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",12.0,10.0,Maddie,,golden_retriever,0.711148,1972,9761,3200891
173,840268004936019968,2017-03-10 18:27:58+00:00,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,12.0,10.0,Monty,,chesapeake_bay_retriever,0.8639870000000001,6497,20950,3200891
174,839990271299457024,2017-03-10 00:04:21+00:00,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,13.0,10.0,Sojourner,,staffordshire_bullterrier,0.604938,2597,14640,3200891
175,839239871831150596,2017-03-07 22:22:32+00:00,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,13.0,10.0,Odie,,leonberg,0.927021,7422,29684,3200891
176,838921590096166913,2017-03-07 01:17:48+00:00,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,13.0,10.0,Arlo,,border_terrier,0.664538,2357,12183,3200891
177,838561493054533637,2017-03-06 01:26:54+00:00,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,13.0,10.0,Walter,,kelpie,0.2165619999999999,1504,11892,3200891
178,838476387338051585,2017-03-05 19:48:43+00:00,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,13.0,10.0,Stanley,,great_pyrenees,0.997692,5484,24664,3200891
179,838083903487373313,2017-03-04 17:49:08+00:00,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,13.0,10.0,Daisy,,chow,0.800975,3582,19183,3200891
181,837471256429613056,2017-03-03 01:14:41+00:00,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,12.0,10.0,Vincent,,norwegian_elkhound,0.976255,2631,13967,3200891
182,837366284874571778,2017-03-02 18:17:34+00:00,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,13.0,10.0,Lucy,,american_staffordshire_terrier,0.660085,6005,23074,3200891
183,837110210464448512,2017-03-02 01:20:01+00:00,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,13.0,10.0,Clark,pupper,siberian_husky,0.767696,2731,17480,3200891
184,836989968035819520,2017-03-01 17:22:13+00:00,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,12.0,10.0,Mookie,,shopping_cart,0.572422,2610,13879,3200891
185,836260088725786625,2017-02-27 17:01:56+00:00,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,13.0,10.0,Lucy,,borzoi,0.564688,4850,23177,3200891
187,835574547218894849,2017-02-25 19:37:50+00:00,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,11.0,10.0,Eli,,staffordshire_bullterrier,0.6106550000000001,4121,19447,3200891
188,835297930240217089,2017-02-25 01:18:40+00:00,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,12.0,10.0,Ash,,rottweiler,0.341276,3381,17847,3200891
190,834786237630337024,2017-02-23 15:25:23+00:00,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,13.0,10.0,Tobi,,border_terrier,0.156276,6159,22943,3200891
191,834458053273591808,2017-02-22 17:41:18+00:00,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",12.0,10.0,Chester,,rhodesian_ridgeback,0.4686189999999999,1899,10512,3200890
192,834209720923721728,2017-02-22 01:14:30+00:00,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,12.0,10.0,Wilson,,golden_retriever,0.754799,5476,22594,3200890
193,833863086058651648,2017-02-21 02:17:06+00:00,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,12.0,10.0,Bentley,,kuvasz,0.4949689999999999,2729,14661,3200891
194,833826103416520705,2017-02-20 23:50:09+00:00,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,13.0,10.0,Charlie,,chihuahua,0.438054,3904,16728,3200891
195,833722901757046785,2017-02-20 17:00:04+00:00,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,13.0,10.0,Bronte,,west_highland_white_terrier,0.918144,3636,22585,3200891
196,833479644947025920,2017-02-20 00:53:27+00:00,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,13.0,10.0,Poppy,,golden_retriever,0.727039,2357,16258,3200892
197,833124694597443584,2017-02-19 01:23:00+00:00,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,12.0,10.0,Gidget,pupper,cardigan,0.7105229999999999,5513,22133,3200892
198,832998151111966721,2017-02-18 17:00:10+00:00,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",13.0,10.0,Rhino,doggo,boxer,0.539036,2522,14549,3200892
199,832757312314028032,2017-02-18 01:03:09+00:00,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,13.0,10.0,Willow,,cardigan,0.160888,4127,18423,3200800
200,832636094638288896,2017-02-17 17:01:29+00:00,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,12.0,10.0,Orion,,eskimo_dog,0.5250319999999999,3220,17379,3200892
201,832397543355072512,2017-02-17 01:13:34+00:00,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,12.0,10.0,Eevee,,pekinese,0.988916,2548,13126,3200892
202,832369877331693569,2017-02-16 23:23:38+00:00,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,11.0,10.0,Charlie,,kelpie,0.50469,3652,18792,3200892
203,832273440279240704,2017-02-16 17:00:25+00:00,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,14.0,10.0,Smiley,doggo,pembroke,0.134081,2673,12385,3200892
204,832032802820481025,2017-02-16 01:04:13+00:00,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",12.0,10.0,Miguel,doggo,whippet,0.601712,4746,13887,3200892
205,831939777352105988,2017-02-15 18:54:34+00:00,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,12.0,10.0,Emanuel,doggo,pomeranian,0.153862,7031,26404,3200892
206,831911600680497154,2017-02-15 17:02:36+00:00,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,14.0,10.0,Kuyu,,bloodhound,0.777562,7458,30380,3200892
207,831670449226514432,2017-02-15 01:04:21+00:00,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,13.0,10.0,Daisy,,pembroke,0.6248020000000001,2059,11469,3200892
209,831552930092285952,2017-02-14 17:17:22+00:00,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,13.0,10.0,Dutch,,chihuahua,0.257415,2632,9872,3200892
210,831322785565769729,2017-02-14 02:02:51+00:00,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,12.0,10.0,Pete,doggo,old_english_sheepdog,0.999715,1744,10042,3200892
212,831309418084069378,2017-02-14 01:09:44+00:00,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,12.0,10.0,Scooter,,doberman,0.3693889999999999,2786,12819,3200892
213,831262627380748289,2017-02-13 22:03:49+00:00,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,12.0,10.0,Tucker,,cocker_spaniel,0.263323,2350,13066,3200892
214,830956169170665475,2017-02-13 01:46:03+00:00,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,12.0,10.0,Reggie,,kuvasz,0.451516,1735,8735,3200892
215,830583320585068544,2017-02-12 01:04:29+00:00,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13.0,10.0,Lilly,,labrador_retriever,0.908703,19297,73397,3200892
